source_transaction_index,transaction_date,transaction_season,transaction_team,transaction_team_id,transaction_notes,transaction_side,component_number,subasset_number,asset_type,draft_round,draft_years,pick_count,protection_text,source_team_text,rights_player_name,parse_confidence,needs_manual_review,known_at_transaction_text,record_season,record_basis,resolved_transaction_team_id,projected_pick_team_id,record_wins,record_losses,projected_draft_position,league_team_count,point_in_time_tier,assigned_zero_value
872,1987-06-22,Offseason,SuperSonics,,trade with Bulls,Acquired,2,1,pick_swap,1.0,"[1988, 1989]",2,Sonics option to swap 1988 or 1989 first round picks (protected top 3),,,high,False,Sonics option to swap 1988 or 1989 first round picks (protected top 3),1986-87,previous_season_final_record,1610612760.0,1610612760.0,39.0,43.0,9.0,23,projected_lottery_first_swap,False
872,1987-06-22,Offseason,SuperSonics,,trade with Bulls,Acquired,3,1,draft_pick,2.0,"[1988, 1989]",1,,,,high,False,1988 or 1989 second round pick,1986-87,previous_season_final_record,1610612760.0,1610612741.0,40.0,42.0,10.0,23,projected_early_second,False
872,1987-06-22,Offseason,SuperSonics,,trade with Bulls,Relinquished,1,1,draft_rights,,[],1,,,Scottie Pippen,high,False,rights to Scottie Pippen,1986-87,previous_season_final_record,1610612760.0,1610612760.0,39.0,43.0,9.0,23,draft_rights_unranked,False
872,1987-06-22,Offseason,SuperSonics,,trade with Bulls,Relinquished,2,1,pick_swap,1.0,"[1988, 1989]",2,Sonics option to swap 1988 or 1989 first round picks (protected top 3),,,high,False,Sonics option to swap 1988 or 1989 first round picks (protected top 3),1986-87,previous_season_final_record,1610612760.0,1610612760.0,39.0,43.0,9.0,23,projected_lottery_first_swap,False
875,1987-10-07,Offseason,Lakers,,trade with Spurs,Relinquished,1,1,draft_pick,3.0,[1988],1,,,,high,False,1988 third round pick,1986-87,previous_season_final_record,1610612747.0,1610612747.0,65.0,17.0,23.0,23,zero_value_later_round,True
876,1987-10-07,Offseason,Spurs,,trade with Lakers,Acquired,1,1,draft_pick,3.0,[1988],1,,,,high,False,1988 third round pick,1986-87,previous_season_final_record,1610612759.0,1610612747.0,65.0,17.0,23.0,23,zero_value_later_round,True
877,1987-10-08,Offseason,Bullets,,trade with Pistons,Relinquished,1,1,draft_pick,2.0,[1989],1,1989 conditional second round pick (not exercised),,,high,False,1989 conditional second round pick (not exercised),1986-87,previous_season_final_record,1610612764.0,1610612764.0,42.0,40.0,14.0,23,projected_late_second,False
881,1987-10-08,Offseason,Pistons,,trade with Bullets,Acquired,1,1,draft_pick,2.0,[1989],1,1989 conditional second round pick (not exercised),,,high,False,1989 conditional second round pick (not exercised),1986-87,previous_season_final_record,1610612765.0,1610612764.0,42.0,40.0,14.0,23,projected_late_second,False
882,1987-10-09,Offseason,Rockets,,trade with Warriors,Relinquished,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1986-87,previous_season_final_record,1610612745.0,1610612745.0,42.0,40.0,13.0,23,projected_late_second,False
883,1987-10-09,Offseason,Warriors,,trade with Rockets,Acquired,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1986-87,previous_season_final_record,1610612744.0,1610612745.0,42.0,40.0,13.0,23,projected_late_second,False
884,1987-10-11,Offseason,Trail Blazers,,trade with Warriors,Acquired,1,1,draft_pick,3.0,[1988],1,,,,high,False,1988 third round pick,1986-87,previous_season_final_record,1610612757.0,1610612744.0,42.0,40.0,12.0,23,zero_value_later_round,True
885,1987-10-11,Offseason,Warriors,,trade with Blazers,Relinquished,1,1,draft_pick,3.0,[1988],1,,,,high,False,1988 third round pick,1986-87,previous_season_final_record,1610612744.0,1610612744.0,42.0,40.0,12.0,23,zero_value_later_round,True
886,1987-10-14,Offseason,Rockets,,trade with Warriors,Relinquished,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1986-87,previous_season_final_record,1610612745.0,1610612745.0,42.0,40.0,13.0,23,projected_late_second,False
887,1987-10-14,Offseason,Warriors,,trade with Rockets,Acquired,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1986-87,previous_season_final_record,1610612744.0,1610612745.0,42.0,40.0,13.0,23,projected_late_second,False
888,1987-10-15,Offseason,Kings,,trade with Knicks,Relinquished,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1986-87,previous_season_final_record,1610612758.0,1610612758.0,29.0,53.0,5.0,23,projected_early_second,False
889,1987-10-15,Offseason,Knicks,,trade with Kings,Acquired,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1986-87,previous_season_final_record,1610612752.0,1610612758.0,29.0,53.0,5.0,23,projected_early_second,False
890,1987-10-16,Offseason,Celtics,,trade with Sonics,Acquired,1,1,draft_pick,2.0,"[1988, 1989]",1,,,,high,False,1988 or 1989 second round pick (Celtics option),1986-87,previous_season_final_record,1610612738.0,1610612738.0,59.0,23.0,22.0,23,projected_late_second,False
891,1987-10-16,Offseason,SuperSonics,,trade with Celtics,Relinquished,1,1,draft_pick,2.0,"[1988, 1989]",1,,,,high,False,1988 or 1989 second round pick (Celtics option),1986-87,previous_season_final_record,1610612760.0,1610612738.0,59.0,23.0,22.0,23,projected_late_second,False
892,1987-10-27,Offseason,Pistons,,trade with Spurs,Acquired,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1986-87,previous_season_final_record,1610612765.0,1610612759.0,28.0,54.0,4.0,23,projected_early_second,False
893,1987-10-27,Offseason,Spurs,,trade with Pistons,Relinquished,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1986-87,previous_season_final_record,1610612759.0,1610612759.0,28.0,54.0,4.0,23,projected_early_second,False
894,1987-10-28,Offseason,Knicks,,trade with Pistons,Relinquished,2,1,draft_pick,2.0,"[1988, 1989]",1,,,,high,False,1988 or 1989 second round pick,1986-87,previous_season_final_record,1610612752.0,1610612752.0,24.0,58.0,3.0,23,projected_early_second,False
895,1987-10-28,Offseason,Pistons,,trade with Knicks,Acquired,2,1,draft_pick,2.0,"[1988, 1989]",1,,,,high,False,1988 or 1989 second round pick,1986-87,previous_season_final_record,1610612765.0,1610612752.0,24.0,58.0,3.0,23,projected_early_second,False
896,1987-10-29,Offseason,Cavaliers,,trade with Suns,Acquired,1,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1986-87,previous_season_final_record,1610612739.0,1610612756.0,36.0,46.0,7.0,23,projected_early_second,False
897,1987-10-29,Offseason,Suns,,trade with Cavaliers,Relinquished,1,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1986-87,previous_season_final_record,1610612756.0,1610612756.0,36.0,46.0,7.0,23,projected_early_second,False
902,1987-11-03,Offseason,Hawks,,trade with Nets,Acquired,1,1,draft_pick,2.0,"[1989, 1990]",1,,,,high,False,1989 or 1990 second round pick,1986-87,previous_season_final_record,1610612737.0,1610612751.0,24.0,58.0,2.0,23,projected_early_second,False
903,1987-11-03,Offseason,Nets,,trade with Hawks,Relinquished,1,1,draft_pick,2.0,"[1989, 1990]",1,,,,high,False,1989 or 1990 second round pick,1986-87,previous_season_final_record,1610612751.0,1610612751.0,24.0,58.0,2.0,23,projected_early_second,False
906,1987-11-05,Offseason,Rockets,,trade with Warriors,Relinquished,3,1,draft_pick,1.0,[],1,first round pick (lottery protected),,,medium,False,first round pick (lottery protected),1986-87,previous_season_final_record,1610612745.0,1610612745.0,42.0,40.0,13.0,23,projected_lottery_first,False
907,1987-11-05,Offseason,Warriors,,trade with Rockets,Acquired,3,1,draft_pick,1.0,[],1,first round pick (lottery protected),,,medium,False,first round pick (lottery protected),1986-87,previous_season_final_record,1610612744.0,1610612745.0,42.0,40.0,13.0,23,projected_lottery_first,False
908,1987-11-10,1987-88,Trail Blazers,1610612757.0,trade with Sonics,Relinquished,1,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick,1987-88,current_record_at_transaction,1610612757.0,1610612757.0,2.0,0.0,22.0,23,projected_late_second,False
909,1987-11-10,1987-88,SuperSonics,1610612760.0,trade with Blazers,Acquired,1,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick,1987-88,current_record_at_transaction,1610612760.0,1610612757.0,2.0,0.0,22.0,23,projected_late_second,False
910,1987-11-12,1987-88,Bulls,1610612741.0,trade with Knicks,Relinquished,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,current_record_at_transaction,1610612741.0,1610612741.0,3.0,0.0,21.0,23,projected_late_second,False
911,1987-11-12,1987-88,Knicks,1610612752.0,trade with Bulls,Acquired,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,current_record_at_transaction,1610612752.0,1610612741.0,3.0,0.0,21.0,23,projected_late_second,False
912,1987-11-18,1987-88,Bucks,1610612749.0,trade with Spurs,Relinquished,2,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1987-88,current_record_at_transaction,1610612749.0,1610612749.0,5.0,2.0,20.0,23,projected_late_second,False
913,1987-11-18,1987-88,Spurs,1610612759.0,trade with Bucks,Acquired,2,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1987-88,current_record_at_transaction,1610612759.0,1610612749.0,5.0,2.0,20.0,23,projected_late_second,False
914,1987-11-24,1987-88,76ers,1610612755.0,trade with Nets,Relinquished,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,current_record_at_transaction,1610612755.0,1610612755.0,3.0,4.0,9.0,23,projected_early_second,False
915,1987-11-24,1987-88,Nets,1610612751.0,trade with with 76ers,Acquired,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,current_record_at_transaction,1610612751.0,1610612755.0,3.0,4.0,9.0,23,projected_early_second,False
916,1987-11-26,1987-88,Jazz,1610612762.0,trade with Pistons,Acquired,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,current_record_at_transaction,1610612762.0,1610612765.0,6.0,4.0,17.0,23,projected_late_second,False
916,1987-11-26,1987-88,Jazz,1610612762.0,trade with Pistons,Acquired,2,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick,1987-88,current_record_at_transaction,1610612762.0,1610612765.0,6.0,4.0,17.0,23,projected_late_second,False
917,1987-11-26,1987-88,Pistons,1610612765.0,trade with Jazz,Relinquished,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,current_record_at_transaction,1610612765.0,1610612765.0,6.0,4.0,17.0,23,projected_late_second,False
917,1987-11-26,1987-88,Pistons,1610612765.0,trade with Jazz,Relinquished,2,1,draft_pick,2.0,[1990],1,,,,high,False,1990 second round pick,1987-88,current_record_at_transaction,1610612765.0,1610612765.0,6.0,4.0,17.0,23,projected_late_second,False
920,1987-12-14,1987-88,Hawks,1610612737.0,trade with Kings,Acquired,1,1,draft_pick,2.0,[1991],1,,,,high,False,1991 second round pick,1987-88,current_record_at_transaction,1610612737.0,1610612758.0,4.0,15.0,3.0,23,projected_early_second,False
920,1987-12-14,1987-88,Hawks,1610612737.0,trade with Kings,Acquired,2,1,draft_pick,2.0,[1995],1,,,,high,False,1995 second round pick,1987-88,current_record_at_transaction,1610612737.0,1610612758.0,4.0,15.0,3.0,23,projected_early_second,False
921,1987-12-14,1987-88,Kings,1610612758.0,trade with Hawks,Relinquished,1,1,draft_pick,2.0,[1991],1,,,,high,False,1991 second round pick,1987-88,current_record_at_transaction,1610612758.0,1610612758.0,4.0,15.0,3.0,23,projected_early_second,False
921,1987-12-14,1987-88,Kings,1610612758.0,trade with Hawks,Relinquished,2,1,draft_pick,2.0,[1995],1,,,,high,False,1995 second round pick,1987-88,current_record_at_transaction,1610612758.0,1610612758.0,4.0,15.0,3.0,23,projected_early_second,False
922,1987-12-15,1987-88,Hawks,1610612737.0,trade with Warriors,Relinquished,1,1,draft_rights,,[],1,,,Ken Barlow,high,False,rights to Ken Barlow,1987-88,current_record_at_transaction,1610612737.0,1610612737.0,13.0,6.0,19.0,23,draft_rights_unranked,False
922,1987-12-15,1987-88,Hawks,1610612737.0,trade with Warriors,Relinquished,2,1,draft_pick,,[1986],1,,,,medium,True,"Hawks 1986 ""top"" pick (?-?)",1987-88,current_record_at_transaction,1610612737.0,1610612737.0,13.0,6.0,19.0,23,unknown_round_unranked,False
923,1987-12-15,1987-88,Warriors,1610612744.0,trade with Hawks,Acquired,1,1,draft_rights,,[],1,,,Ken Barlow,high,False,rights to Ken Barlow,1987-88,current_record_at_transaction,1610612744.0,1610612737.0,13.0,6.0,19.0,23,draft_rights_unranked,False
923,1987-12-15,1987-88,Warriors,1610612744.0,trade with Hawks,Acquired,2,1,draft_pick,,[1986],1,,,,medium,True,"Hawks 1986 ""top"" pick (?-?)",1987-88,current_record_at_transaction,1610612744.0,1610612737.0,13.0,6.0,19.0,23,unknown_round_unranked,False
926,1988-01-16,1987-88,76ers,1610612755.0,trade with Nets,Relinquished,3,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1987-88,current_record_at_transaction,1610612755.0,1610612755.0,18.0,16.0,12.0,23,projected_early_second,False
927,1988-01-16,1987-88,Nets,1610612751.0,trade with 76ers,Acquired,3,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1987-88,current_record_at_transaction,1610612751.0,1610612755.0,18.0,16.0,12.0,23,projected_early_second,False
930,1988-02-24,1987-88,Pistons,1610612765.0,trade with Suns,Relinquished,2,1,draft_pick,2.0,[1991],1,,,,high,False,1991 second round pick,1987-88,current_record_at_transaction,1610612765.0,1610612765.0,32.0,18.0,19.0,23,projected_late_second,False
931,1988-02-24,1987-88,Suns,1610612756.0,trade with Pistons,Acquired,2,1,draft_pick,2.0,[1991],1,,,,high,False,1991 second round pick,1987-88,current_record_at_transaction,1610612756.0,1610612765.0,32.0,18.0,19.0,23,projected_late_second,False
932,1988-02-25,1987-88,Bucks,1610612749.0,trade with Suns,Relinquished,2,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,current_record_at_transaction,1610612749.0,1610612749.0,28.0,23.0,14.0,23,projected_late_second,False
934,1988-02-25,1987-88,Cavaliers,1610612739.0,trade with Suns,Acquired,3,1,draft_pick,1.0,[1988],1,,,,high,False,1988 first round pick,1987-88,current_record_at_transaction,1610612739.0,1610612756.0,16.0,35.0,5.0,23,projected_top_5_first,False
934,1988-02-25,1987-88,Cavaliers,1610612739.0,trade with Suns,Relinquished,4,1,draft_pick,1.0,[1988],1,,,,high,False,1988 first round pick,1987-88,current_record_at_transaction,1610612739.0,1610612739.0,28.0,26.0,11.0,23,projected_lottery_first,False
934,1988-02-25,1987-88,Cavaliers,1610612739.0,trade with Suns,Relinquished,5,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,current_record_at_transaction,1610612739.0,1610612739.0,28.0,26.0,11.0,23,projected_early_second,False
934,1988-02-25,1987-88,Cavaliers,1610612739.0,trade with Suns,Relinquished,6,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1987-88,current_record_at_transaction,1610612739.0,1610612739.0,28.0,26.0,11.0,23,projected_early_second,False
936,1988-02-25,1987-88,Suns,1610612756.0,trade with Bucks,Acquired,2,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,current_record_at_transaction,1610612756.0,1610612749.0,28.0,23.0,14.0,23,projected_late_second,False
937,1988-02-25,1987-88,Suns,1610612756.0,trade with Cavaliers,Acquired,4,1,draft_pick,1.0,[1988],1,,,,high,False,1988 first round pick,1987-88,current_record_at_transaction,1610612756.0,1610612739.0,28.0,26.0,11.0,23,projected_lottery_first,False
937,1988-02-25,1987-88,Suns,1610612756.0,trade with Cavaliers,Acquired,5,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,current_record_at_transaction,1610612756.0,1610612739.0,28.0,26.0,11.0,23,projected_early_second,False
937,1988-02-25,1987-88,Suns,1610612756.0,trade with Cavaliers,Acquired,6,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1987-88,current_record_at_transaction,1610612756.0,1610612739.0,28.0,26.0,11.0,23,projected_early_second,False
937,1988-02-25,1987-88,Suns,1610612756.0,trade with Cavaliers,Relinquished,3,1,draft_pick,1.0,[1988],1,,,,high,False,1988 first round pick,1987-88,current_record_at_transaction,1610612756.0,1610612756.0,16.0,35.0,5.0,23,projected_top_5_first,False
938,1988-03-04,1987-88,Clippers,1610612746.0,trade with Nuggets,Acquired,1,1,draft_pick,3.0,[1988],1,,,,high,False,1988 third round pick,1987-88,current_record_at_transaction,1610612746.0,1610612743.0,34.0,21.0,17.0,23,zero_value_later_round,True
939,1988-03-04,1987-88,Nuggets,1610612743.0,trade with Clippers,Relinquished,1,1,draft_pick,3.0,[1988],1,,,,high,False,1988 third round pick,1987-88,current_record_at_transaction,1610612743.0,1610612743.0,34.0,21.0,17.0,23,zero_value_later_round,True
940,1988-06-08,Offseason,Bullets,,trade with Warriors (date 05-08 per Wizards media guide),Acquired,2,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1987-88,previous_season_final_record,1610612764.0,1610612744.0,20.0,62.0,3.0,23,projected_early_second,False
941,1988-06-08,Offseason,Warriors,,trade with Bullets (date 05-08 per Wizards media guide),Relinquished,2,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1987-88,previous_season_final_record,1610612744.0,1610612744.0,20.0,62.0,3.0,23,projected_early_second,False
942,1988-06-22,Offseason,Celtics,,trade with Heat,Relinquished,1,1,draft_pick,2.0,"[1988, 1989]",1,,,,high,False,second round pick (Heat option of 1988 or 1989),1987-88,previous_season_final_record,1610612738.0,1610612748.0,,,,23,record_unavailable,False
943,1988-06-22,Offseason,Heat,,trade with Celtics,Acquired,1,1,draft_pick,2.0,"[1988, 1989]",1,,,,high,False,second round pick (Heat option of 1988 or 1989),1987-88,previous_season_final_record,1610612748.0,1610612748.0,,,,23,record_unavailable,False
944,1988-06-23,Offseason,Cavaliers,,trade with Heat,Relinquished,1,1,draft_pick,2.0,"[1990, 1992]",1,,,,high,False,1990 or 1992 second round pick,1987-88,previous_season_final_record,1610612739.0,1610612739.0,42.0,40.0,11.0,23,projected_early_second,False
945,1988-06-23,Offseason,Celtics,,trade with Heat,Relinquished,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,previous_season_final_record,1610612738.0,1610612738.0,57.0,25.0,22.0,23,projected_late_second,False
946,1988-06-23,Offseason,Heat,,trade with Mavericks,Acquired,1,1,draft_pick,1.0,[1988],1,,,,high,False,1988 first round pick,1987-88,previous_season_final_record,1610612748.0,1610612742.0,53.0,29.0,18.0,23,projected_late_first,False
947,1988-06-23,Offseason,Heat,,trade with Celtics,Acquired,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,previous_season_final_record,1610612748.0,1610612738.0,57.0,25.0,22.0,23,projected_late_second,False
948,1988-06-23,Offseason,Heat,,trade with Sonics,Acquired,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,previous_season_final_record,1610612748.0,1610612760.0,44.0,38.0,13.0,23,projected_late_second,False
949,1988-06-23,Offseason,Heat,,trade with Cavaliers,Acquired,1,1,draft_pick,2.0,"[1990, 1992]",1,,,,high,False,1990 or 1992 second round pick,1987-88,previous_season_final_record,1610612748.0,1610612739.0,42.0,40.0,11.0,23,projected_early_second,False
950,1988-06-23,Offseason,Heat,,trade with Lakers,Acquired,1,1,draft_pick,2.0,"[1991, 1992]",1,,,,high,False,Lakers 1991 or 1992 (Heat's choice) second round pick,1987-88,previous_season_final_record,1610612748.0,1610612747.0,62.0,20.0,23.0,23,projected_late_second,False
951,1988-06-23,Offseason,Lakers,,trade with Heat,Relinquished,1,1,draft_pick,2.0,"[1991, 1992]",1,,,,high,False,Lakers 1991 or 1992 (Heat's choice) second round pick,1987-88,previous_season_final_record,1610612747.0,1610612747.0,62.0,20.0,23.0,23,projected_late_second,False
952,1988-06-23,Offseason,Mavericks,,trade with Heat,Relinquished,1,1,draft_pick,1.0,[1988],1,,,,high,False,1988 first round pick,1987-88,previous_season_final_record,1610612742.0,1610612742.0,53.0,29.0,18.0,23,projected_late_first,False
953,1988-06-23,Offseason,SuperSonics,,trade with Heat,Relinquished,1,1,draft_pick,2.0,[1988],1,,,,high,False,1988 second round pick,1987-88,previous_season_final_record,1610612760.0,1610612760.0,44.0,38.0,13.0,23,projected_late_second,False
954,1988-06-23,Offseason,Bucks,,trade with Heat,Relinquished,1,1,draft_pick,2.0,[1989],1,1989 second round pick (least favorable of Bucks picks),,,high,False,1989 second round pick (least favorable of Bucks picks),1987-88,previous_season_final_record,1610612749.0,1610612749.0,42.0,40.0,12.0,23,projected_early_second,False
955,1988-06-23,Offseason,Heat,,trade with Bucks,Acquired,1,1,draft_pick,2.0,[1989],1,1989 second round pick (least favorable of Bucks picks),,,high,False,1989 second round pick (least favorable of Bucks picks),1987-88,previous_season_final_record,1610612748.0,1610612749.0,42.0,40.0,12.0,23,projected_early_second,False
956,1988-06-23,Offseason,Hornets,,trade with Jazz,Acquired,1,1,draft_rights,,[],1,,,Kelly Tripucka,high,False,rights to Kelly Tripucka,1987-88,previous_season_final_record,,1610612762.0,47.0,35.0,15.0,23,draft_rights_unranked,False
957,1988-06-23,Offseason,Jazz,,trade with Hornets,Relinquished,1,1,draft_rights,,[],1,,,Kelly Tripucka,high,False,rights to Kelly Tripucka,1987-88,previous_season_final_record,1610612762.0,1610612762.0,47.0,35.0,15.0,23,draft_rights_unranked,False
958,1988-06-27,Offseason,Bulls,,trade with Knicks,Acquired,2,1,draft_pick,1.0,[1988],1,,,,high,False,1988 first round pick,1987-88,previous_season_final_record,1610612741.0,1610612752.0,38.0,44.0,8.0,23,projected_lottery_first,False
958,1988-06-27,Offseason,Bulls,,trade with Knicks,Acquired,3,1,draft_pick,3.0,[1988],1,,,,high,False,1988 third round pick,1987-88,previous_season_final_record,1610612741.0,1610612752.0,38.0,44.0,8.0,23,zero_value_later_round,True
958,1988-06-27,Offseason,Bulls,,trade with Knicks,Relinquished,2,1,draft_pick,1.0,[1988],1,,,,high,False,1988 first round pick,1987-88,previous_season_final_record,1610612741.0,1610612741.0,50.0,32.0,17.0,23,projected_late_first,False
958,1988-06-27,Offseason,Bulls,,trade with Knicks,Relinquished,3,1,draft_pick,3.0,[1988],1,,,,high,False,1988 third round pick,1987-88,previous_season_final_record,1610612741.0,1610612741.0,50.0,32.0,17.0,23,zero_value_later_round,True
959,1988-06-27,Offseason,Hawks,,trade with Kings,Acquired,2,1,draft_pick,3.0,[1988],1,,,,high,False,1988 third round pick,1987-88,previous_season_final_record,1610612737.0,1610612758.0,24.0,58.0,4.0,23,zero_value_later_round,True
959,1988-06-27,Offseason,Hawks,,trade with Kings,Relinquished,2,1,draft_pick,1.0,[1988],1,,,,high,False,1988 first round pick,1987-88,previous_season_final_record,1610612737.0,1610612737.0,50.0,32.0,16.0,23,projected_late_first,False
960,1988-06-27,Offseason,Kings,,trade with Hawks,Acquired,2,1,draft_pick,1.0,[1988],1,,,,high,False,1988 first round pick,1987-88,previous_season_final_record,1610612758.0,1610612737.0,50.0,32.0,16.0,23,projected_late_first,False
960,1988-06-27,Offseason,Kings,,trade with Hawks,Relinquished,2,1,draft_pick,3.0,[1988],1,,,,high,False,1988 third round pick,1987-88,previous_season_final_record,1610612758.0,1610612758.0,24.0,58.0,4.0,23,zero_value_later_round,True
961,1988-06-27,Offseason,Knicks,,trade with Bulls,Acquired,2,1,draft_pick,1.0,[1988],1,,,,high,False,1988 first round pick,1987-88,previous_season_final_record,1610612752.0,1610612741.0,50.0,32.0,17.0,23,projected_late_first,False
961,1988-06-27,Offseason,Knicks,,trade with Bulls,Acquired,3,1,draft_pick,3.0,[1988],1,,,,high,False,1988 third round pick,1987-88,previous_season_final_record,1610612752.0,1610612741.0,50.0,32.0,17.0,23,zero_value_later_round,True
961,1988-06-27,Offseason,Knicks,,trade with Bulls,Relinquished,2,1,draft_pick,1.0,[1988],1,,,,high,False,1988 first round pick,1987-88,previous_season_final_record,1610612752.0,1610612752.0,38.0,44.0,8.0,23,projected_lottery_first,False
961,1988-06-27,Offseason,Knicks,,trade with Bulls,Relinquished,3,1,draft_pick,3.0,[1988],1,,,,high,False,1988 third round pick,1987-88,previous_season_final_record,1610612752.0,1610612752.0,38.0,44.0,8.0,23,zero_value_later_round,True
962,1988-06-28,Offseason,Clippers,,trade with Sonics,Acquired,1,1,draft_rights,,[],1,,,Gary Grant,high,False,rights to Gary Grant,1987-88,previous_season_final_record,1610612746.0,1610612760.0,44.0,38.0,13.0,23,draft_rights_unranked,False
962,1988-06-28,Offseason,Clippers,,trade with Sonics,Acquired,2,1,draft_pick,1.0,[1989],1,,,,high,False,1989 first round pick,1987-88,previous_season_final_record,1610612746.0,1610612760.0,44.0,38.0,13.0,23,projected_lottery_first,False
963,1988-06-28,Offseason,Nuggets,,trade with Spurs (date 7/28 per Nuggets media guide),Acquired,1,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1987-88,previous_season_final_record,1610612743.0,1610612759.0,31.0,51.0,6.0,23,projected_early_second,False
963,1988-06-28,Offseason,Nuggets,,trade with Spurs (date 7/28 per Nuggets media guide),Relinquished,1,1,draft_rights,,[],1,,,Vernon Maxwell,high,False,rights to Vernon Maxwell,1987-88,previous_season_final_record,1610612743.0,1610612743.0,54.0,28.0,20.0,23,draft_rights_unranked,False
964,1988-06-28,Offseason,SuperSonics,,trade with Clippers,Relinquished,1,1,draft_rights,,[],1,,,Gary Grant,high,False,rights to Gary Grant,1987-88,previous_season_final_record,1610612760.0,1610612760.0,44.0,38.0,13.0,23,draft_rights_unranked,False
964,1988-06-28,Offseason,SuperSonics,,trade with Clippers,Relinquished,2,1,draft_pick,1.0,[1989],1,,,,high,False,1989 first round pick,1987-88,previous_season_final_record,1610612760.0,1610612760.0,44.0,38.0,13.0,23,projected_lottery_first,False
965,1988-06-28,Offseason,Spurs,,trade with Nuggets (date 7/28 per Nuggets media guide),Acquired,1,1,draft_rights,,[],1,,,Vernon Maxwell,high,False,rights to Vernon Maxwell,1987-88,previous_season_final_record,1610612759.0,1610612743.0,54.0,28.0,20.0,23,draft_rights_unranked,False
965,1988-06-28,Offseason,Spurs,,trade with Nuggets (date 7/28 per Nuggets media guide),Relinquished,1,1,draft_pick,2.0,[1989],1,,,,high,False,1989 second round pick,1987-88,previous_season_final_record,1610612759.0,1610612759.0,31.0,51.0,6.0,23,projected_early_second,False
966,1988-06-28,Offseason,76ers,,trade with Clippers,Acquired,1,1,draft_rights,,[],1,,,Hersey Hawkins,high,False,rights to Hersey Hawkins,1987-88,previous_season_final_record,1610612755.0,1610612746.0,17.0,65.0,1.0,23,draft_rights_unranked,False
966,1988-06-28,Offseason,76ers,,trade with Clippers,Acquired,2,1,draft_pick,1.0,[1989],1,,,,high,False,1989 first round pick,1987-88,previous_season_final_record,1610612755.0,1610612746.0,17.0,65.0,1.0,23,projected_top_5_first,False
966,1988-06-28,Offseason,76ers,,trade with Clippers,Relinquished,1,1,draft_rights,,[],1,,,Charles Smith (Daniel),high,False,rights to Charles Smith (Daniel),1987-88,previous_season_final_record,1610612755.0,1610612755.0,36.0,46.0,7.0,23,draft_rights_unranked,False
967,1988-06-28,Offseason,Clippers,,trade with 76ers,Acquired,1,1,draft_rights,,[],1,,,Charles Smith (Daniel),high,False,rights to Charles Smith (Daniel),1987-88,previous_season_final_record,1610612746.0,1610612755.0,36.0,46.0,7.0,23,draft_rights_unranked,False
967,1988-06-28,Offseason,Clippers,,trade with 76ers,Relinquished,1,1,draft_rights,,[],1,,,Hersey Hawkins,high,False,rights to Hersey Hawkins,1987-88,previous_season_final_record,1610612746.0,1610612746.0,17.0,65.0,1.0,23,draft_rights_unranked,False
