source_transaction_index,transaction_date,transaction_season,transaction_team,transaction_team_id,transaction_notes,transaction_side,component_number,subasset_number,asset_type,draft_round,draft_years,pick_count,protection_text,source_team_text,rights_player_name,parse_confidence,needs_manual_review,known_at_transaction_text,record_season,record_basis,resolved_transaction_team_id,projected_pick_team_id,record_wins,record_losses,projected_draft_position,league_team_count,point_in_time_tier,assigned_zero_value
101,1977-12-16,1977-78,Hawks,1610612737.0,trade with Rockets,Acquired,1,1,draft_pick,2.0,[1978],1,,,,high,False,1978 second round pick,1977-78,current_record_at_transaction,1610612737.0,1610612745.0,10.0,16.0,5.0,22,projected_early_second,False
101,1977-12-16,1977-78,Hawks,1610612737.0,trade with Rockets,Acquired,2,1,draft_pick,2.0,[1979],1,,,,high,False,1979 second round pick,1977-78,current_record_at_transaction,1610612737.0,1610612745.0,10.0,16.0,5.0,22,projected_early_second,False
102,1977-12-16,1977-78,Rockets,1610612745.0,trade with Hawks,Relinquished,1,1,draft_pick,2.0,[1978],1,,,,high,False,1978 second round pick,1977-78,current_record_at_transaction,1610612745.0,1610612745.0,10.0,16.0,5.0,22,projected_early_second,False
102,1977-12-16,1977-78,Rockets,1610612745.0,trade with Hawks,Relinquished,2,1,draft_pick,2.0,[1979],1,,,,high,False,1979 second round pick,1977-78,current_record_at_transaction,1610612745.0,1610612745.0,10.0,16.0,5.0,22,projected_early_second,False
103,1977-12-21,1977-78,Pacers,1610612754.0,trade with Rockets,Relinquished,1,1,draft_rights,,[],1,,,Alonzo Bradley,high,False,rights to Alonzo Bradley,1977-78,current_record_at_transaction,1610612754.0,1610612754.0,11.0,16.0,6.0,22,draft_rights_unranked,False
104,1977-12-21,1977-78,Rockets,1610612745.0,trade with Pacers,Acquired,1,1,draft_rights,,[],1,,,Alonzo Bradley,high,False,rights to Alonzo Bradley,1977-78,current_record_at_transaction,1610612745.0,1610612754.0,11.0,16.0,6.0,22,draft_rights_unranked,False
105,1977-12-27,1977-78,Celtics,1610612738.0,trade with Lakers,Acquired,3,1,draft_pick,1.0,[1978],1,,,,high,False,1978 first round pick,1977-78,current_record_at_transaction,1610612738.0,1610612747.0,14.0,18.0,8.0,22,projected_lottery_first,False
106,1977-12-27,1977-78,Lakers,1610612747.0,trade with Celtics,Relinquished,3,1,draft_pick,1.0,[1978],1,,,,high,False,1978 first round pick,1977-78,current_record_at_transaction,1610612747.0,1610612747.0,14.0,18.0,8.0,22,projected_lottery_first,False
107,1978-01-04,1977-78,Jazz,1610612762.0,"3-team trade with Sonics, Warriors",Acquired,2,1,draft_pick,2.0,[1978],1,,,,high,False,1978 second round pick,1977-78,current_record_at_transaction,1610612762.0,1610612744.0,15.0,20.0,7.0,22,projected_early_second,False
107,1978-01-04,1977-78,Jazz,1610612762.0,"3-team trade with Sonics, Warriors",Relinquished,2,1,draft_pick,1.0,[1981],1,,,,high,False,1981 first round pick,1977-78,current_record_at_transaction,1610612762.0,1610612762.0,14.0,21.0,6.0,22,projected_lottery_first,False
108,1978-01-04,1977-78,SuperSonics,1610612760.0,"3-team trade with Jazz, Warriors",Acquired,1,1,draft_pick,1.0,[1981],1,,,,high,False,1981 first round pick,1977-78,current_record_at_transaction,1610612760.0,1610612762.0,14.0,21.0,6.0,22,projected_lottery_first,False
109,1978-01-04,1977-78,Warriors,1610612744.0,"3-team trade with Jazz, Sonics",Relinquished,1,1,draft_pick,2.0,[1978],1,,,,high,False,1978 second round pick,1977-78,current_record_at_transaction,1610612744.0,1610612744.0,15.0,20.0,7.0,22,projected_early_second,False
110,1978-01-27,1977-78,Nets,1610612751.0,trade with Pacers,Relinquished,2,1,draft_pick,2.0,[1980],1,,,,high,False,1980 second round pick,1977-78,current_record_at_transaction,1610612751.0,1610612751.0,9.0,37.0,1.0,22,projected_early_second,False
110,1978-01-27,1977-78,Nets,1610612751.0,trade with Pacers,Relinquished,3,1,draft_pick,2.0,[1981],1,,,,high,False,1981 second round pick,1977-78,current_record_at_transaction,1610612751.0,1610612751.0,9.0,37.0,1.0,22,projected_early_second,False
111,1978-01-27,1977-78,Pacers,1610612754.0,trade with Nets,Acquired,2,1,draft_pick,2.0,[1980],1,,,,high,False,1980 second round pick,1977-78,current_record_at_transaction,1610612754.0,1610612751.0,9.0,37.0,1.0,22,projected_early_second,False
111,1978-01-27,1977-78,Pacers,1610612754.0,trade with Nets,Acquired,3,1,draft_pick,2.0,[1981],1,,,,high,False,1981 second round pick,1977-78,current_record_at_transaction,1610612754.0,1610612751.0,9.0,37.0,1.0,22,projected_early_second,False
112,1978-01-30,1977-78,Nets,1610612751.0,trade with Nuggets,Acquired,1,1,draft_pick,2.0,[1979],1,,,,high,False,1979 second round pick,1977-78,current_record_at_transaction,1610612751.0,1610612743.0,30.0,17.0,19.0,22,projected_late_second,False
113,1978-01-30,1977-78,Nuggets,1610612743.0,trade with Nets,Relinquished,1,1,draft_pick,2.0,[1979],1,,,,high,False,1979 second round pick,1977-78,current_record_at_transaction,1610612743.0,1610612743.0,30.0,17.0,19.0,22,projected_late_second,False
114,1978-01-31,1977-78,76ers,1610612755.0,trade with Nets,Acquired,1,1,draft_pick,2.0,[1979],1,,,,high,False,1979 second round pick,1977-78,current_record_at_transaction,1610612755.0,1610612751.0,9.0,39.0,1.0,22,projected_early_second,False
114,1978-01-31,1977-78,76ers,1610612755.0,trade with Nets,Acquired,2,1,draft_pick,2.0,[1982],1,,,,high,False,1982 second round pick,1977-78,current_record_at_transaction,1610612755.0,1610612751.0,9.0,39.0,1.0,22,projected_early_second,False
114,1978-01-31,1977-78,76ers,1610612755.0,trade with Nets,Acquired,3,1,draft_pick,3.0,[1983],1,,,,high,False,1983 third round pick,1977-78,current_record_at_transaction,1610612755.0,1610612751.0,9.0,39.0,1.0,22,zero_value_later_round,True
115,1978-01-31,1977-78,76ers,1610612755.0,trade with Braves,Relinquished,1,1,draft_pick,3.0,[1978],1,,,,high,False,1978 third round pick,1977-78,current_record_at_transaction,1610612755.0,1610612755.0,32.0,14.0,21.0,22,zero_value_later_round,True
116,1978-01-31,1977-78,Braves,1610612746.0,trade with 76ers,Acquired,1,1,draft_pick,3.0,[1978],1,,,,high,False,1978 third round pick,1977-78,current_record_at_transaction,1610612746.0,1610612755.0,32.0,14.0,21.0,22,zero_value_later_round,True
117,1978-01-31,1977-78,Nets,1610612751.0,trade with 76ers,Relinquished,1,1,draft_pick,2.0,[1979],1,,,,high,False,1979 second round pick,1977-78,current_record_at_transaction,1610612751.0,1610612751.0,9.0,39.0,1.0,22,projected_early_second,False
117,1978-01-31,1977-78,Nets,1610612751.0,trade with 76ers,Relinquished,2,1,draft_pick,2.0,[1982],1,,,,high,False,1982 second round pick,1977-78,current_record_at_transaction,1610612751.0,1610612751.0,9.0,39.0,1.0,22,projected_early_second,False
117,1978-01-31,1977-78,Nets,1610612751.0,trade with 76ers,Relinquished,3,1,draft_pick,3.0,[1983],1,,,,high,False,1983 third round pick,1977-78,current_record_at_transaction,1610612751.0,1610612751.0,9.0,39.0,1.0,22,zero_value_later_round,True
118,1978-02-01,1977-78,Celtics,1610612738.0,trade with Jazz,Acquired,1,1,draft_pick,2.0,[1978],1,,,,high,False,1978 second round pick,1977-78,current_record_at_transaction,1610612738.0,1610612762.0,25.0,24.0,13.0,22,projected_late_second,False
119,1978-02-01,1977-78,Jazz,1610612762.0,trade with Celtics,Relinquished,1,1,draft_pick,2.0,[1978],1,,,,high,False,1978 second round pick,1977-78,current_record_at_transaction,1610612762.0,1610612762.0,25.0,24.0,13.0,22,projected_late_second,False
120,1978-02-01,1977-78,Nuggets,1610612743.0,trade with Pistons,Acquired,2,1,draft_pick,2.0,[1979],1,,,,high,False,1979 second round pick,1977-78,current_record_at_transaction,1610612743.0,1610612765.0,22.0,25.0,8.0,22,projected_early_second,False
120,1978-02-01,1977-78,Nuggets,1610612743.0,trade with Pistons,Acquired,3,1,draft_pick,3.0,[1980],1,,,,high,False,1980 third round pick,1977-78,current_record_at_transaction,1610612743.0,1610612765.0,22.0,25.0,8.0,22,zero_value_later_round,True
120,1978-02-01,1977-78,Nuggets,1610612743.0,trade with Pistons,Relinquished,2,1,draft_pick,1.0,[1979],1,,,,high,False,1979 first round pick,1977-78,current_record_at_transaction,1610612743.0,1610612743.0,31.0,17.0,19.0,22,projected_late_first,False
121,1978-02-01,1977-78,Pistons,1610612765.0,trade with Nuggets,Acquired,2,1,draft_pick,1.0,[1979],1,,,,high,False,1979 first round pick,1977-78,current_record_at_transaction,1610612765.0,1610612743.0,31.0,17.0,19.0,22,projected_late_first,False
121,1978-02-01,1977-78,Pistons,1610612765.0,trade with Nuggets,Relinquished,2,1,draft_pick,2.0,[1979],1,,,,high,False,1979 second round pick,1977-78,current_record_at_transaction,1610612765.0,1610612765.0,22.0,25.0,8.0,22,projected_early_second,False
121,1978-02-01,1977-78,Pistons,1610612765.0,trade with Nuggets,Relinquished,3,1,draft_pick,3.0,[1980],1,,,,high,False,1980 third round pick,1977-78,current_record_at_transaction,1610612765.0,1610612765.0,22.0,25.0,8.0,22,zero_value_later_round,True
122,1978-06-01,Offseason,Bucks,,trade with Cavaliers,Acquired,1,1,draft_pick,1.0,[1979],1,,,,high,False,1979 first round pick,1977-78,previous_season_final_record,1610612749.0,1610612739.0,43.0,39.0,11.0,22,projected_lottery_first,False
122,1978-06-01,Offseason,Bucks,,trade with Cavaliers,Relinquished,1,1,draft_pick,1.0,[1978],1,,,,high,False,1978 first round pick,1977-78,previous_season_final_record,1610612749.0,1610612749.0,44.0,38.0,14.0,22,projected_lottery_first,False
123,1978-06-01,Offseason,Cavaliers,,trade with Bucks,Acquired,1,1,draft_pick,1.0,[1978],1,,,,high,False,1978 first round pick,1977-78,previous_season_final_record,1610612739.0,1610612749.0,44.0,38.0,14.0,22,projected_lottery_first,False
123,1978-06-01,Offseason,Cavaliers,,trade with Bucks,Relinquished,1,1,draft_pick,1.0,[1979],1,,,,high,False,1979 first round pick,1977-78,previous_season_final_record,1610612739.0,1610612739.0,43.0,39.0,11.0,22,projected_lottery_first,False
124,1978-06-07,Offseason,Trail Blazers,,trade with Pacers,Acquired,1,1,draft_pick,1.0,[1978],1,,,,high,False,1978 first round pick,1977-78,previous_season_final_record,1610612757.0,1610612754.0,31.0,51.0,4.0,22,projected_top_5_first,False
124,1978-06-07,Offseason,Trail Blazers,,trade with Pacers,Relinquished,2,1,draft_pick,1.0,[1978],1,,,,high,False,1978 first round pick,1977-78,previous_season_final_record,1610612757.0,1610612757.0,58.0,24.0,22.0,22,projected_late_first,False
125,1978-06-07,Offseason,Trail Blazers,,trade with Warriors,Acquired,1,1,draft_pick,1.0,"[1979, 1981]",1,,,,high,False,1979 or 1981 first round pick,1977-78,previous_season_final_record,1610612757.0,1610612744.0,43.0,39.0,12.0,22,projected_lottery_first,False
125,1978-06-07,Offseason,Trail Blazers,,trade with Warriors,Relinquished,1,1,draft_pick,1.0,[1978],1,,,,high,False,1978 first round pick,1977-78,previous_season_final_record,1610612757.0,1610612757.0,58.0,24.0,22.0,22,projected_late_first,False
126,1978-06-07,Offseason,Braves,,trade with Lakers,Relinquished,1,1,draft_pick,2.0,[1978],1,,,,high,False,1978 second round pick,1977-78,previous_season_final_record,1610612746.0,1610612746.0,27.0,55.0,2.0,22,projected_early_second,False
127,1978-06-07,Offseason,Lakers,,trade with Braves,Acquired,1,1,draft_pick,2.0,[1978],1,,,,high,False,1978 second round pick,1977-78,previous_season_final_record,1610612747.0,1610612746.0,27.0,55.0,2.0,22,projected_early_second,False
128,1978-06-07,Offseason,Pacers,,trade with Blazers,Acquired,2,1,draft_pick,1.0,[1978],1,,,,high,False,1978 first round pick,1977-78,previous_season_final_record,1610612754.0,1610612757.0,58.0,24.0,22.0,22,projected_late_first,False
128,1978-06-07,Offseason,Pacers,,trade with Blazers,Relinquished,1,1,draft_pick,1.0,[1978],1,,,,high,False,1978 first round pick,1977-78,previous_season_final_record,1610612754.0,1610612754.0,31.0,51.0,4.0,22,projected_top_5_first,False
129,1978-06-07,Offseason,Warriors,,trade with Blazers,Acquired,1,1,draft_pick,1.0,[1978],1,,,,high,False,1978 first round pick,1977-78,previous_season_final_record,1610612744.0,1610612757.0,58.0,24.0,22.0,22,projected_late_first,False
129,1978-06-07,Offseason,Warriors,,trade with Blazers,Relinquished,1,1,draft_pick,1.0,"[1979, 1981]",1,,,,high,False,1979 or 1981 first round pick,1977-78,previous_season_final_record,1610612744.0,1610612744.0,43.0,39.0,12.0,22,projected_lottery_first,False
130,1978-06-09,Offseason,Nuggets,,trade with Sonics,Acquired,1,1,draft_pick,1.0,[1978],1,,,,high,False,1978 first round pick,1977-78,previous_season_final_record,1610612743.0,1610612760.0,47.0,35.0,17.0,22,projected_late_first,False
131,1978-06-09,Offseason,SuperSonics,,trade with Nuggets,Relinquished,1,1,draft_pick,1.0,[1978],1,,,,high,False,1978 first round pick,1977-78,previous_season_final_record,1610612760.0,1610612760.0,47.0,35.0,17.0,22,projected_late_first,False
132,1978-06-26,Offseason,Kings,,"3-team trade with Lakers, Nuggets (UPI)",Acquired,2,1,draft_rights,,[],1,,,Mike Evans,high,False,rights to Mike Evans,1977-78,previous_season_final_record,1610612758.0,1610612743.0,48.0,34.0,18.0,22,draft_rights_unranked,False
132,1978-06-26,Offseason,Kings,,"3-team trade with Lakers, Nuggets (UPI)",Relinquished,2,1,draft_pick,2.0,[1979],1,,,,high,False,1979 second round pick,1977-78,previous_season_final_record,1610612758.0,1610612758.0,31.0,51.0,5.0,22,projected_early_second,False
133,1978-06-26,Offseason,Lakers,,"3-team trade with Kings, Nuggets (UPI)",Acquired,2,1,draft_pick,2.0,[1979],1,,,,high,False,1979 second round pick,1977-78,previous_season_final_record,1610612747.0,,,,,22,record_unavailable,False
133,1978-06-26,Offseason,Lakers,,"3-team trade with Kings, Nuggets (UPI)",Acquired,3,1,draft_pick,2.0,[1979],1,,,,high,False,1979 second round pick,1977-78,previous_season_final_record,1610612747.0,,,,,22,record_unavailable,False
134,1978-06-26,Offseason,Nuggets,,"3-team trade with Kings, Lakers (UPI)",Relinquished,2,1,draft_rights,,[],1,,,Mike Evans,high,False,rights to Mike Evans,1977-78,previous_season_final_record,1610612743.0,1610612743.0,48.0,34.0,18.0,22,draft_rights_unranked,False
134,1978-06-26,Offseason,Nuggets,,"3-team trade with Kings, Lakers (UPI)",Relinquished,3,1,draft_pick,2.0,[1979],1,,,,high,False,1979 second round pick,1977-78,previous_season_final_record,1610612743.0,1610612743.0,48.0,34.0,18.0,22,projected_late_second,False
135,1978-06-30,Offseason,Trail Blazers,,trade with Pacers,Acquired,1,1,draft_pick,2.0,[1980],1,,,,high,False,1980 second round pick,1977-78,previous_season_final_record,1610612757.0,1610612754.0,31.0,51.0,4.0,22,projected_early_second,False
136,1978-06-30,Offseason,Pacers,,trade with Blazers,Relinquished,1,1,draft_pick,2.0,[1980],1,,,,high,False,1980 second round pick,1977-78,previous_season_final_record,1610612754.0,1610612754.0,31.0,51.0,4.0,22,projected_early_second,False
137,1978-07-07,Offseason,Celtics,,trade with Clippers,Acquired,4,1,draft_pick,2.0,[1981],1,,,,high,False,1981 second round pick,1977-78,previous_season_final_record,1610612738.0,1610612746.0,27.0,55.0,2.0,22,projected_early_second,False
137,1978-07-07,Offseason,Celtics,,trade with Clippers,Acquired,5,1,draft_pick,2.0,[1983],1,,,,high,False,1983 second round pick,1977-78,previous_season_final_record,1610612738.0,1610612746.0,27.0,55.0,2.0,22,projected_early_second,False
137,1978-07-07,Offseason,Celtics,,trade with Clippers,Relinquished,3,1,draft_rights,,[],1,,,Freeman Williams,high,False,rights to Freeman Williams,1977-78,previous_season_final_record,1610612738.0,1610612738.0,32.0,50.0,6.0,22,draft_rights_unranked,False
138,1978-07-07,Offseason,Clippers,,trade with Celtics,Acquired,3,1,draft_rights,,[],1,,,Freeman Williams,high,False,rights to Freeman Williams,1977-78,previous_season_final_record,1610612746.0,1610612738.0,32.0,50.0,6.0,22,draft_rights_unranked,False
138,1978-07-07,Offseason,Clippers,,trade with Celtics,Relinquished,4,1,draft_pick,2.0,[1981],1,,,,high,False,1981 second round pick,1977-78,previous_season_final_record,1610612746.0,1610612746.0,27.0,55.0,2.0,22,projected_early_second,False
138,1978-07-07,Offseason,Clippers,,trade with Celtics,Relinquished,5,1,draft_pick,2.0,[1983],1,,,,high,False,1983 second round pick,1977-78,previous_season_final_record,1610612746.0,1610612746.0,27.0,55.0,2.0,22,projected_early_second,False
141,1978-07-10,Offseason,Kings,,trade with Nuggets,Acquired,1,1,draft_pick,4.0,[1981],1,,,,high,False,1981 fourth round pick,1977-78,previous_season_final_record,1610612758.0,1610612743.0,48.0,34.0,18.0,22,zero_value_later_round,True
141,1978-07-10,Offseason,Kings,,trade with Nuggets,Relinquished,1,1,draft_rights,,[],1,,,Geoff Crompton,high,False,rights to Geoff Crompton,1977-78,previous_season_final_record,1610612758.0,1610612758.0,31.0,51.0,5.0,22,draft_rights_unranked,False
142,1978-07-10,Offseason,Nuggets,,trade with Kings,Acquired,1,1,draft_rights,,[],1,,,Geoff Crompton,high,False,rights to Geoff Crompton,1977-78,previous_season_final_record,1610612743.0,1610612758.0,31.0,51.0,5.0,22,draft_rights_unranked,False
142,1978-07-10,Offseason,Nuggets,,trade with Kings,Relinquished,1,1,draft_pick,4.0,[1981],1,,,,high,False,1981 fourth round pick,1977-78,previous_season_final_record,1610612743.0,1610612743.0,48.0,34.0,18.0,22,zero_value_later_round,True
143,1978-07-19,Offseason,Celtics,,trade with Pacers,Relinquished,1,1,draft_pick,1.0,[1980],1,,,,high,False,1980 first round pick,1977-78,previous_season_final_record,1610612738.0,1610612738.0,32.0,50.0,6.0,22,projected_lottery_first,False
144,1978-07-19,Offseason,Pacers,,trade with Celtics,Acquired,1,1,draft_pick,1.0,[1980],1,,,,high,False,1980 first round pick,1977-78,previous_season_final_record,1610612754.0,1610612738.0,32.0,50.0,6.0,22,projected_lottery_first,False
145,1978-07-26,Offseason,Bucks,,trade with Rockets,Relinquished,1,1,draft_pick,4.0,[1979],1,,,,high,False,1979 fourth round pick,1977-78,previous_season_final_record,1610612749.0,1610612749.0,44.0,38.0,14.0,22,zero_value_later_round,True
146,1978-07-26,Offseason,Rockets,,trade with Bucks,Acquired,1,1,draft_pick,4.0,[1979],1,,,,high,False,1979 fourth round pick,1977-78,previous_season_final_record,1610612745.0,1610612749.0,44.0,38.0,14.0,22,zero_value_later_round,True
